IncidentNumber,CaseNumber,DateOccurred - Dt,DateOccurred - Txt,IncidentType,IncidentCode,AssociatedOfficerNumber,BadgeNum ber,OfficerTitle,OfficerRace,OfficerGender,OfficerOnDuty,FullAddress,CitizenNumber,CitizenRace,CitizenGenger,CitizenFatality,City,Precinct,CitizenGender,UseOfForceType
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12549,Hispanic,Male,No,Buffalo,B,Male,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1335,DS568,Det.Sgt.,White,Male,,,12549,Hispanic,Male,No,Buffalo,B,Male,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12549,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12550,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1335,DS568,Det.Sgt.,White,Male,,,12550,Hispanic,Male,No,Buffalo,B,Male,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12550,Hispanic,Male,No,Buffalo,B,Male,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12550,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,858,C139,Captain,White,Male,,,12550,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12550,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12551,Hispanic,Female,No,Buffalo,B,Female,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,858,C139,Captain,White,Male,,,12551,Hispanic,Female,No,Buffalo,B,Female,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12551,Hispanic,Female,No,Buffalo,B,Female,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1001,P2597,Police Officer,White,Male,,,12551,Hispanic,Female,No,Buffalo,B,Female,FirearmBrandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1335,DS568,Det.Sgt.,White,Male,,,12551,Hispanic,Female,No,Buffalo,B,Female,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12551,Hispanic,Female,No,Buffalo,B,Female,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12552,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1335,DS568,Det.Sgt.,White,Male,,,12552,Hispanic,Male,No,Buffalo,B,Male,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12552,Hispanic,Male,No,Buffalo,B,Male,Firearm
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12552,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,858,C139,Captain,White,Male,,,12552,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29356,23-249-0830,9/6/2023,2023-09-06,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12552,Hispanic,Male,No,Buffalo,B,Male,Firearm Brandished
29358,23-246-0182,9/3/2023,2023-09-03,Use Offorce,UOF,2002,P3745,Ppo,Black,Male,,,1472,Black,Male,No,Buffalo,D,Male,Verbal Commands
29358,23-246-0182,9/3/2023,2023-09-03,Use Offorce,UOF,2002,P3745,Ppo,Black,Male,,,1472,Black,Male,No,Buffalo,D,Male,Physical Engagement
29359,23-246-0016,,,Use Offorce,UOF,2143,3551,Officer,White,Male,,,1472,Black,Male,No,Buffalo,D,Male,Physical
29359,23-246-0016,,,Use Offorce,UOF,2143,3551,Officer,White,Male,,,1472,Black,Male,No,Buffalo,D,Male,Verbal
29360,23-251-0210,9/8/2023,2023-09-08,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12554,Black,Male,No,Buffalo,E,Male,Firearm
29361,23-246-0186,9/3/2023,2023-09-03,Use Offorce,UOF,2239,P3851,Oﬃcer,Black,Male,,,1472,Black,Male,No,Buﬀalo,D,Male,Other
29362,23-251-1206,9/8/2023,2023-09-08,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12555,Black,Male,No,Buffalo,E,Male,Verbal Commands
29362,23-251-1206,9/8/2023,2023-09-08,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12555,Black,Male,No,Buffalo,E,Male,Physical Engagement
29363,23-251-1015,9/8/2023,2023-09-08,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,10800,,,No,Buffalo,E,,Cap Spray
29364,23-251-1182,9/8/2023,2023-09-08,Use Offorce,UOF,1826,P3643,Officer,White,Male,,,12556,Black,Female,No,Buffalo,E,Female,Taser Deploy
29364,23-251-1182,9/8/2023,2023-09-08,Use Offorce,UOF,1826,P3643,Officer,White,Male,,,12556,Black,Female,No,Buffalo,E,Female,Physical Engagement
29365,23-251-1248,9/8/2023,2023-09-08,Use Offorce,UOF,2090,P3767,Officer,Hispanic,Male,,,12557,Black,Male,No,Buffalo,E,Male,Verbal Commands
29365,23-251-1248,9/8/2023,2023-09-08,Use Offorce,UOF,2090,P3767,Officer,Hispanic,Male,,,12557,Black,Male,No,Buffalo,E,Male,Physical Engagement
29366,23-251-1250,9/8/2023,2023-09-08,Use Offorce,UOF,2229,P3862,Officer,Other,Male,,,12558,Black,Male,No,Buffalo,D,Male,Physical Engagement
29367,23-251-1015,9/8/2023,2023-09-08,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12559,,Unknown,No,Buffalo,E,Unknown,Verbal Commands
29367,23-251-1015,9/8/2023,2023-09-08,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12559,,Unknown,No,Buffalo,E,Unknown,Cap Spray Deploy
29367,23-251-1015,9/8/2023,2023-09-08,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12559,,Unknown,No,Buffalo,E,Unknown,Pain Compliance Hold
29369,23-252-1234,9/9/2023,2023-09-09,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12560,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
29369,23-252-1234,9/9/2023,2023-09-09,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12560,Hispanic,Male,No,Buffalo,D,Male,Physical Engagement
29370,23-253-0214,9/10/2023,2023-09-10,Use Offorce,UOF,1563,L552,Lieutenant,Black,Male,,,12561,Black,Female,No,Buffalo,E,Female,Physical Engagement
29371,23-251-0275,9/8/2023,2023-09-08,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12562,White,Male,No,Buffalo,B,Male,Verbal Commands
29371,23-251-0275,9/8/2023,2023-09-08,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12562,White,Male,No,Buffalo,B,Male,Firearm Brandished
29376,23-253-0922,9/10/2023,2023-09-10,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12563,Black,Male,No,Buffalo,E,Male,Verbal Commands
29376,23-253-0922,9/10/2023,2023-09-10,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12563,Black,Male,No,Buffalo,E,Male,Physical Engagement
29376,23-253-0922,9/10/2023,2023-09-10,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12563,Black,Male,No,Buffalo,E,Male,Cap Spray Displayed
29379,23-254-1024,9/11/2023,2023-09-11,Use Offorce,UOF,2249,,Officer,White,Male,,,12564,Other,Male,No,Buffalo,B,Male,Verbal Commands
29379,23-254-1024,9/11/2023,2023-09-11,Use Offorce,UOF,2249,,Officer,White,Male,,,12564,Other,Male,No,Buffalo,B,Male,Physical Engagement
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1857,P2761,Oﬃcer,White,Male,No,,12565,Unknown,Female,No,Buﬀalo,,Female,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1921,P3706,Oﬃcer,White,Male,No,,12565,Unknown,Female,No,Buﬀalo,,Female,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1921,P3706,Oﬃcer,White,Male,No,,12567,Unknown,Male,No,Buﬀalo,,Male,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1857,P2761,Oﬃcer,White,Male,No,,12567,Unknown,Male,No,Buﬀalo,,Male,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1921,P3706,Oﬃcer,White,Male,No,,12637,Black,Male,No,Buﬀalo,,Male,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1857,P2761,Oﬃcer,White,Male,No,,12637,Black,Male,No,Buﬀalo,,Male,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1857,P2761,Oﬃcer,White,Male,No,,12639,Black,Female,No,Buﬀalo,,Female,
29380,23-226-0762,8/14/2023,2023-08-14,External,GEN,1921,P3706,Oﬃcer,White,Male,No,,12639,Black,Female,No,Buﬀalo,,Female,
29381,22-304-0923,10/31/2022,2022-10-31,Use Offorce,UOF,1862,P3665,Officer,White,Male,,,11697,,Female,No,Buffalo,C,Female,Verbal Commands
29381,22-304-0923,10/31/2022,2022-10-31,Use Offorce,UOF,1862,P3665,Officer,White,Male,,,11697,,Female,No,Buffalo,C,Female,Physical Engagement
29382,23-256-0378,9/13/2023,2023-09-13,Use Offorce,UOF,2200,P3835,Officer,White,Male,,,12569,Black,Male,No,Buffalo,A,Male,Verbal Commands
29382,23-256-0378,9/13/2023,2023-09-13,Use Offorce,UOF,2200,P3835,Officer,White,Male,,,12569,Black,Male,No,Buffalo,A,Male,Verbal Commands
29382,23-256-0378,9/13/2023,2023-09-13,Use Offorce,UOF,2200,P3835,Officer,White,Male,,,12569,Black,Male,No,Buffalo,A,Male,Firearm Brandished
29383,23-256-0378,9/13/2023,2023-09-13,Use Offorce,UOF,2001,P3744,Officer,White,Male,,,12569,Black,Male,No,Buffalo,A,Male,Taser Brandished
29383,23-256-0378,9/13/2023,2023-09-13,Use Offorce,UOF,2001,P3744,Officer,White,Male,,,12569,Black,Male,No,Buffalo,A,Male,Verbal Commands
29384,23-248-0036,9/5/2023,2023-09-05,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,12544,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
29384,23-248-0036,9/5/2023,2023-09-05,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,12544,Hispanic,Male,No,Buffalo,D,Male,Taser Deploy
29385,23-256-0090,9/14/2023,2023-09-14,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,12570,White,Female,No,Buffalo,D,Female,Verbal Commands
29385,23-256-0090,9/14/2023,2023-09-14,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,12570,White,Female,No,Buffalo,D,Female,Firearm Brandished
29386,23-256-0088,9/13/2023,2023-09-13,Use Of Force,UOF,1335,DS568,Det.Sgt.,White,Male,,,12571,Black,Male,No,Buffalo,,Male,Firearm
29386,23-256-0088,9/13/2023,2023-09-13,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12571,Black,Male,No,Buffalo,,Male,Firearm Brandished
29386,23-256-0088,9/13/2023,2023-09-13,Use Offorce,UOF,106,D594,Detective,White,Male,,,12571,Black,Male,No,Buffalo,,Male,Firearm Brandished
29386,23-256-0088,9/13/2023,2023-09-13,Use Offorce,UOF,106,D594,Detective,White,Male,,,12572,Black,Male,No,Buffalo,,Male,Firearm Brandished
29386,23-256-0088,9/13/2023,2023-09-13,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12572,Black,Male,No,Buffalo,,Male,Firearm Brandished
29386,23-256-0088,9/13/2023,2023-09-13,Use Of Force,UOF,1335,DS568,Det.Sgt.,White,Male,,,12572,Black,Male,No,Buffalo,,Male,Firearm
29391,23-257-0865,9/14/2023,2023-09-14,Use Offorce,UOF,1546,P3548,Officer,White,Male,,,12574,Black,Male,No,Buffalo,D,Male,Physical Engagement
29391,23-257-0865,9/14/2023,2023-09-14,Use Offorce,UOF,1546,P3548,Officer,White,Male,,,12575,Black,Female,No,Buffalo,D,Female,Physical Engagement
29391,23-257-0865,9/14/2023,2023-09-14,Use Offorce,UOF,1546,P3548,Officer,White,Male,,,12576,White,Male,No,Buffalo,D,Male,Physical Engagement
29391,23-257-0865,9/14/2023,2023-09-14,Use Offorce,UOF,1546,P3548,Officer,White,Male,,,12577,White,Female,No,Buffalo,D,Female,Physical Engagement
29391,23-257-0865,9/14/2023,2023-09-14,Use Offorce,UOF,1546,P3548,Officer,White,Male,,,12578,Unknown,Female,No,Buffalo,D,Female,Physical Engagement
29392,23-2570865,9/14/2023,2023-09-14,Use Offorce,UOF,2412,,Ppo,Asian,Male,,,12573,Black,Male,No,Buﬀalo,D,Male,
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12579,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Of Force,UOF,334,P3386,Policeofficer,White,Male,,,12579,Black,Male,No,Buffalo,E,Male,Firearm
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,804,C23,Captain,White,Male,,,12579,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,858,C139,Captain,White,Male,,,12579,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,858,C139,Captain,White,Male,,,12580,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,804,C23,Captain,White,Male,,,12580,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Of Force,UOF,334,P3386,Policeofficer,White,Male,,,12580,Black,Male,No,Buffalo,E,Male,Firearm
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12580,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12581,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Of Force,UOF,334,P3386,Policeofficer,White,Male,,,12581,Black,Male,No,Buffalo,E,Male,Firearm
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,804,C23,Captain,White,Male,,,12581,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,858,C139,Captain,White,Male,,,12581,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,858,C139,Captain,White,Male,,,12582,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,804,C23,Captain,White,Male,,,12582,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Of Force,UOF,334,P3386,Policeofficer,White,Male,,,12582,Black,Female,No,Buffalo,E,Female,Firearm
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12582,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12583,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Of Force,UOF,334,P3386,Policeofficer,White,Male,,,12583,Black,Female,No,Buffalo,E,Female,Firearm
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,804,C23,Captain,White,Male,,,12583,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29393,23-256-0089,9/13/2023,2023-09-13,Use Offorce,UOF,858,C139,Captain,White,Male,,,12583,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29394,23-258-0728,9/15/2023,2023-09-15,Use Offorce,UOF,2436,P3959,Ppo,White,Male,,,12584,Black,Male,No,Buffalo,A,Male,Physical Engagement
29395,23-258-0728,9/15/2023,2023-09-15,Use Offorce,UOF,2366,P3915,Ppo,Black,Male,,,12585,Black,Male,No,Buffalo,A,Male,
29396,23-258-0728,9/11/2023,2023-09-11,Use Offorce,UOF,2421,P3971,Ppo,White,Male,,,12586,Black,Male,No,Buffalo,A,Male,Physical Engagement
29397,23-2580837,9/15/2023,2023-09-15,Use Offorce,UOF,2412,,Ppo,Asian,Male,,,12587,White,Male,No,Buffalo,D,Male,Other
29397,23-2580837,9/15/2023,2023-09-15,Use Offorce,UOF,2412,,Ppo,Asian,Male,,,12587,White,Male,No,Buffalo,D,Male,Verbal
29398,23-258-0837,9/15/2023,2023-09-15,Use Offorce,UOF,1852,P3658,Officer,White,Male,,,12587,White,Male,No,Buffalo,D,Male,Physical Engagement
29398,23-258-0837,9/15/2023,2023-09-15,Use Offorce,UOF,1852,P3658,Officer,White,Male,,,12587,White,Male,No,Buffalo,D,Male,Verbal Commands
29399,23-258-1055,9/15/2023,2023-09-15,Use Offorce,UOF,1848,P3655,Officer,White,Male,,,12588,White,Male,No,Buffalo,D,Male,Verbal Commands
29399,23-258-1055,9/15/2023,2023-09-15,Use Offorce,UOF,1848,P3655,Officer,White,Male,,,12588,White,Male,No,Buffalo,D,Male,Taser Brandished
29399,23-258-1055,9/15/2023,2023-09-15,Use Offorce,UOF,1848,P3655,Officer,White,Male,,,12588,White,Male,No,Buffalo,D,Male,Taser Deploy
29405,23-259-1154,9/16/2023,2023-09-16,Use Offorce,UOF,2362,P3911,Officer,White,Male,,,12589,Hispanic,Male,No,Buffalo,B,Male,Verbal Commands
29405,23-259-1154,9/16/2023,2023-09-16,Use Offorce,UOF,2362,P3911,Officer,White,Male,,,12589,Hispanic,Male,No,Buffalo,B,Male,Physical Engagement
29406,23-259-1154,9/16/2023,2023-09-16,Use Offorce,UOF,2355,P3929,Ppo,White,Female,,,12589,Hispanic,Male,No,Buffalo,B,Male,Verbal Commands
29406,23-259-1154,9/16/2023,2023-09-16,Use Offorce,UOF,2355,P3929,Ppo,White,Female,,,12589,Hispanic,Male,No,Buffalo,B,Male,Physical Engagement
29407,23-259-1259,9/17/2023,2023-09-17,Use Offorce,UOF,2435,P3969,Ppo,White,Male,,,12590,White,Female,No,Buffalo,B,Female,Physical Engagement
29408,23-260-0014,9/16/2023,2023-09-16,Use Offorce,UOF,2143,3551,Officer,White,Male,,,4357,Black,Female,No,Buffalo,D,Female,Verbal Commands
29408,23-260-0014,9/16/2023,2023-09-16,Use Offorce,UOF,2143,3551,Officer,White,Male,,,4357,Black,Female,No,Buffalo,D,Female,Physical Engagement
29409,23-259-1259,9/16/2023,2023-09-16,Use Offorce,UOF,2372,P3925,Officer,White,Male,,,12590,White,Female,No,Buffalo,B,Female,Physical Engagement
29410,23-259-1257,9/16/2023,2023-09-16,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12591,Black,Male,No,Buffalo,D,Male,Verbal Commands
29410,23-259-1257,9/16/2023,2023-09-16,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12591,Black,Male,No,Buffalo,D,Male,Cap Spray Deploy
29410,23-259-1257,9/16/2023,2023-09-16,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12591,Black,Male,No,Buffalo,D,Male,Taser Deploy
29411,23-260-0014,9/16/2023,2023-09-16,Use Offorce,UOF,2063,P3730,Officer,Black,Male,,,4357,Black,Female,No,Buffalo,D,Female,Cap Spray Deploy
29411,23-260-0014,9/16/2023,2023-09-16,Use Offorce,UOF,2063,P3730,Officer,Black,Male,,,4357,Black,Female,No,Buffalo,D,Female,Physical Engagement
29411,23-260-0014,9/16/2023,2023-09-16,Use Offorce,UOF,2063,P3730,Officer,Black,Male,,,4357,Black,Female,No,Buffalo,D,Female,Taser Brandished
29412,23-259-1224,9/16/2023,2023-09-16,Use Offorce,UOF,2142,3805,Officer,White,Male,,,12592,,Female,No,Buffalo,D,Female,Physical Engagement
29412,23-259-1224,9/16/2023,2023-09-16,Use Offorce,UOF,2142,3805,Officer,White,Male,,,12592,,Female,No,Buffalo,D,Female,Pain Compliance Hold
29413,23-259-1224,9/16/2023,2023-09-16,Use Offorce,UOF,2119,3452,Officer,White,Male,,,331,Unknown,Female,No,Buffalo,D,Female,Physical Engagement
29414,23-260-0012,9/16/2023,2023-09-16,Use Offorce,UOF,1664,P3590,Officer,White,Male,,,331,Unknown,Female,No,Buffalo,B,Female,Physical Engagement
29414,23-260-0012,9/16/2023,2023-09-16,Use Offorce,UOF,1664,P3590,Officer,White,Male,,,331,Unknown,Female,No,Buffalo,B,Female,Verbal Commands
29417,23-260-0973,9/17/2023,2023-09-17,Use Offorce,UOF,2126,P3815,Officer,White,Male,,,12593,Black,Male,No,Buffalo,C,Male,Verbal Commands
29417,23-260-0973,9/17/2023,2023-09-17,Use Offorce,UOF,2126,P3815,Officer,White,Male,,,12593,Black,Male,No,Buffalo,C,Male,Physical Engagement
29429,23-263-0519,9/20/2023,2023-09-20,Use Offorce,UOF,1925,P3710,Officer,White,Male,,,11957,White,Female,No,Buffalo,A,Female,Physical Engagement
29430,23-263-0551,9/20/2023,2023-09-20,Use Offorce,UOF,1858,P3620,Officer,Hispanic,Female,,,12594,Black,Female,No,Buffalo,C,Female,Verbal Commands
29430,23-263-0551,9/20/2023,2023-09-20,Use Offorce,UOF,2422,P3956,Ppo,Black,Female,,,12594,Black,Female,No,Buffalo,C,Female,Verbal Commands
29430,23-263-0551,9/20/2023,2023-09-20,Use Offorce,UOF,2214,,Officer,Black,Male,,,12594,Black,Female,No,Buffalo,C,Female,Verbal Commands
29431,23-263-0519,9/20/2023,2023-09-20,Use Offorce,UOF,2320,P3962,Ppo,Black,Male,,,11957,White,Female,No,Buffalo,A,Female,Physical Engagement
29434,23-263-1051,9/20/2023,2023-09-20,Use Offorce,UOF,1877,P3677,Officer,White,Male,,,12595,Black,Male,No,Buffalo,C,Male,Verbal Commands
29434,23-263-1051,9/20/2023,2023-09-20,Use Offorce,UOF,1877,P3677,Officer,White,Male,,,12595,Black,Male,No,Buffalo,C,Male,Physical Engagement
29435,23-263-1051,9/20/2023,2023-09-20,Use Offorce,UOF,2232,,Officer,White,Male,,,12595,Black,Male,No,Buffalo,C,Male,Verbal Commands
29435,23-263-1051,9/20/2023,2023-09-20,Use Offorce,UOF,2232,,Officer,White,Male,,,12595,Black,Male,No,Buffalo,C,Male,Physical Engagement
29436,23-263-0831,9/20/2023,2023-09-20,Use Offorce,UOF,2249,,Officer,White,Male,,,12596,Unknown,Male,No,Buffalo,B,Male,Verbal Commands
29439,23-264-0177,9/21/2023,2023-09-21,Use Offorce,UOF,2007,P3722,Officer,White,Male,,,10744,Black,Male,No,Buffalo,D,Male,Verbal Commands
29439,23-264-0177,9/21/2023,2023-09-21,Use Offorce,UOF,2007,P3722,Officer,White,Male,,,10744,Black,Male,No,Buffalo,D,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12597,Black,Male,No,Buffalo,E,Male,Firearm
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12597,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,804,C23,Captain,White,Male,,,12597,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,858,C139,Captain,White,Male,,,12597,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,858,C139,Captain,White,Male,,,12598,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,804,C23,Captain,White,Male,,,12598,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12598,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12598,Black,Male,No,Buffalo,E,Male,Firearm
29440,23-265-0166,9/22/2023,2023-09-22,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12599,Black,Female,No,Buffalo,E,Female,Firearm
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12599,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,804,C23,Captain,White,Male,,,12599,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29440,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,858,C139,Captain,White,Male,,,12599,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12601,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12601,White,Male,No,Buffalo,A,Male,Firearm
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,804,C23,Captain,White,Male,,,12601,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,106,D594,Detective,White,Male,,,12601,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,106,D594,Detective,White,Male,,,12602,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,804,C23,Captain,White,Male,,,12602,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12602,White,Male,No,Buffalo,A,Male,Firearm
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12602,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12603,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12603,White,Male,No,Buffalo,A,Male,Firearm
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,804,C23,Captain,White,Male,,,12603,White,Male,No,Buffalo,A,Male,Firearm Brandished
29441,23-265-0166,9/22/2023,2023-09-22,Use Offorce,UOF,106,D594,Detective,White,Male,,,12603,White,Male,No,Buffalo,A,Male,Firearm Brandished
