IncidentNumber,CaseNumber,DateOccurred - Dt,DateOccurred - Txt,IncidentType,IncidentCode,AssociatedOfficerNumber,BadgeNum ber,OfficerTitle,OfficerRace,OfficerGender,OfficerOnDuty,FullAddress,CitizenNumber,CitizenRace,CitizenGenger,CitizenFatality,City,Precinct,CitizenGender,UseOfForceType
24809,21-010-0043,1/10/2021,2021-01-10,Vehiclepursuit,VP,1377,DS566,Oﬃcer,White,Female,,,6697,Black,Male,No,Buﬀalo,E,Male,
24810,21-010-0043,1/10/2021,2021-01-10,Use Offorce,UOF,1953,P3385,Ppo,White,Male,,,6697,Black,Male,No,Buffalo,E,Male,Verbal Commands
24810,21-010-0043,1/10/2021,2021-01-10,Use Offorce,UOF,1953,P3385,Ppo,White,Male,,,6697,Black,Male,No,Buffalo,E,Male,Physical Engagement
24811,21-010-0142,1/10/2021,2021-01-10,Use Offorce,UOF,1898,P3689,Officer,White,Male,,,10435,White,Male,No,Buffalo,B,Male,Firearm Display
24812,21-010-0142,1/10/2021,2021-01-10,Use Offorce,UOF,1874,P3675,Officer,White,Female,,,10436,Hispanic,Male,No,Buffalo,B,Male,Firearm Display
24812,21-010-0142,1/10/2021,2021-01-10,Use Offorce,UOF,1874,P3675,Officer,White,Female,,,10436,Hispanic,Male,No,Buffalo,B,Male,Verbal Commands
24812,21-010-0142,1/10/2021,2021-01-10,Use Offorce,UOF,1874,P3675,Officer,White,Female,,,10436,Hispanic,Male,No,Buffalo,B,Male,Physical Engagement
24813,21-012-0674,1/13/2021,2021-01-13,Use Offorce,UOF,1624,D720,Officer,White,Male,,,10437,White,Male,No,Buffalo,B,Male,Verbal Commands
24815,20-014-0761,1/14/2021,2021-01-14,Use Of Force,UOF,1058,L534,Policeofficer,White,Male,,,9888,Black,Male,No,Buffalo,C,Male,Cap Spray
24816,21-015-0006,1/15/2021,2021-01-15,Use Offorce,UOF,1325,P3393,Officer,Asian,Male,,,10438,Black,Male,No,Buffalo,E,Male,Physical Engagement
24817,21-015-0006,1/15/2021,2021-01-15,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10438,Black,Male,No,Buffalo,E,Male,Verbal Commands
24817,21-015-0006,1/15/2021,2021-01-15,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10438,Black,Male,No,Buffalo,E,Male,Physical Engagement
24817,21-015-0006,1/15/2021,2021-01-15,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10438,Black,Male,No,Buffalo,E,Male,Physical Engagement
24818,21-015-0006,1/15/2021,2021-01-15,Use Offorce,UOF,1879,P3678,Officer,Black,Male,,,10438,Black,Male,No,Buffalo,E,Male,Physical Engagement
24818,21-015-0006,1/15/2021,2021-01-15,Use Offorce,UOF,1879,P3678,Officer,Black,Male,,,10439,Black,Female,No,Buffalo,E,Female,Physical Engagement
24819,21-015-0698,1/15/2021,2021-01-15,Use Offorce,UOF,1841,P3619,Officer,White,Male,,,10440,Black,Male,No,Buffalo,B,Male,Firearm Display
24820,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1953,P3385,Ppo,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Verbal Commands
24820,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1953,P3385,Ppo,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Physical Engagement
24821,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1908,P3697,Officer,White,Male,,,10441,Black,Male,No,Buffalo,E,Male,Physical Engagement
24822,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,2082,P3781,Ppo,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Physical Engagement
24823,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Verbal Commands
24823,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Physical Engagement
24823,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Pain Compliance Hold
24823,21-016-0028,1/16/2021,2021-01-16,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,6756,Black,Male,No,Buffalo,E,Male,Physical Engagement
24854,21-017-0768,1/18/2021,2021-01-18,Use Offorce,UOF,1688,D704,Officer,White,Male,,,10442,Black,Female,No,Buffalo,E,Female,Physical Engagement
24854,21-017-0768,1/18/2021,2021-01-18,Use Offorce,UOF,1688,D704,Officer,White,Male,,,10442,Black,Female,No,Buffalo,E,Female,Verbal Commands
25070,20-3630192,12/28/2020,2020-12-28,External,GEN,1041,P3185,Policeoﬃcer,Black,Male,Yes,,3851,Black,Female,No,Buﬀalo,E,Female,
25070,20-3630192,12/28/2020,2020-12-28,External,GEN,881,P3370,Policeoﬃcer,Black,Male,,,3851,Black,Female,No,Buﬀalo,E,Female,
25070,20-3630192,12/28/2020,2020-12-28,External,GEN,1322,L495,Lieutenant,White,Male,,,3851,Black,Female,No,Buﬀalo,E,Female,
25070,20-3630192,12/28/2020,2020-12-28,External,GEN,2033,P3765,Ppo,White,Male,,,3851,Black,Female,No,Buﬀalo,E,Female,
25070,20-3630192,12/28/2020,2020-12-28,External,GEN,2069,3220,Ppo,White,Male,,,3851,Black,Female,No,Buﬀalo,E,Female,
25070,20-3630192,12/28/2020,2020-12-28,External,GEN,2272,P3859,Ppo,Black,Male,,,3851,Black,Female,No,Buﬀalo,E,Female,
24860,21-017-0768,1/18/2021,2021-01-18,Use Offorce,UOF,1996,P3623,Ppo,White,Male,,,10442,Black,Female,No,Buffalo,,Female,Verbal Commands
24860,21-017-0768,1/18/2021,2021-01-18,Use Offorce,UOF,1996,P3623,Ppo,White,Male,,,10442,Black,Female,No,Buffalo,,Female,Physical Engagement
24860,21-017-0768,1/18/2021,2021-01-18,Use Offorce,UOF,1996,P3623,Ppo,White,Male,,,10442,Black,Female,No,Buffalo,,Female,Physical Engagement
24861,21-017-0768,1/17/2021,2021-01-17,Use Offorce,UOF,2082,P3781,Ppo,White,Male,,,10442,Black,Female,No,Buffalo,E,Female,Verbal Commands
24861,21-017-0768,1/17/2021,2021-01-17,Use Offorce,UOF,2082,P3781,Ppo,White,Male,,,10442,Black,Female,No,Buffalo,E,Female,Physical Engagement
24931,21-024-0731,1/25/2021,2021-01-25,Use Offorce,UOF,1663,P3381,Officer,Black,Male,,,10443,White,Male,No,Buffalo,D,Male,Physical Engagement
24931,21-024-0731,1/25/2021,2021-01-25,Use Offorce,UOF,1663,P3381,Officer,Black,Male,,,10443,White,Male,No,Buffalo,D,Male,Verbal Commands
24932,21-025-0063,1/25/2021,2021-01-25,Use Offorce,UOF,2088,P3717,Ppo,White,Male,,,10444,Hispanic,Female,No,Buffalo,D,Female,Physical Engagement
24933,21-026-0541,1/26/2021,2021-01-26,Use Offorce,UOF,2025,P3758,Ppo,White,Male,,,10445,Black,Male,No,Buffalo,E,Male,Physical Engagement
24934,21-026-0541,1/26/2021,2021-01-26,Use Offorce,UOF,2083,3782,Officer,White,Male,,,10445,Black,Male,No,Buffalo,E,Male,Physical Engagement
24935,21-026-0541,1/26/2021,2021-01-26,Use Offorce,UOF,956,L493,Lieutenant,Black,Male,,,10445,Black,Male,No,Buffalo,E,Male,Physical Engagement
24936,21-026-0541,1/26/2021,2021-01-26,Use Offorce,UOF,1968,P3718,Officer,Black,Male,,,10445,Black,Male,No,Buffalo,E,Male,Physical Engagement
24938,21-026-0956,1/27/2021,2021-01-27,Vehiclepursuit,VP,2003,P3746,Ppo,White,Male,,,10446,Black,Male,No,Buﬀalo,E,Male,
24938,21-026-0956,1/27/2021,2021-01-27,Vehiclepursuit,VP,2003,P3746,Ppo,White,Male,,,8972,Black,Male,No,Buﬀalo,E,Male,
24945,21-029-0629,1/29/2021,2021-01-29,Use Offorce,UOF,1325,P3393,Officer,Asian,Male,,,10450,Black,Male,No,,E,Male,Physical Engagement
24945,21-029-0629,1/29/2021,2021-01-29,Use Offorce,UOF,1325,P3393,Officer,Asian,Male,,,10450,Black,Male,No,,E,Male,Physical Engagement
24946,21-029-0779,1/29/2021,2021-01-29,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10451,Black,Male,No,Buffalo,E,Male,Firearm Display
24946,21-029-0779,1/29/2021,2021-01-29,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10451,Black,Male,No,Buffalo,E,Male,Verbal Commands
24948,21-023-0094,1/23/2021,2021-01-23,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,10452,Black,Male,No,Buffalo,C,Male,Verbal Commands
24948,21-023-0094,1/23/2021,2021-01-23,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,10452,Black,Male,No,Buffalo,C,Male,Physical Engagement
24949,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,2073,3774,Ppo,Black,Male,,,9916,Black,Male,No,Buffalo,D,Male,Impact Weapon
24949,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,2073,3774,Ppo,Black,Male,,,9916,Black,Male,No,Buffalo,D,Male,Physical Engagement
24950,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,2063,P3730,Ppo,Black,Male,,,10453,Black,Male,No,Buffalo,D,Male,Physical Engagement
24950,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,2063,P3730,Ppo,Black,Male,,,10453,Black,Male,No,Buffalo,D,Male,Verbal Commands
24951,21-032-0017,2/1/2021,2021-02-01,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10454,Black,Male,No,Buffalo,E,Male,Physical Engagement
24951,21-032-0017,2/1/2021,2021-02-01,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10454,Black,Male,No,Buffalo,E,Male,Verbal Commands
24951,21-032-0017,2/1/2021,2021-02-01,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10454,Black,Male,No,Buffalo,E,Male,Physical Engagement
24951,21-032-0017,2/1/2021,2021-02-01,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10454,Black,Male,No,Buffalo,E,Male,Physical Engagement
24952,21-031-0700,1/31/2021,2021-01-31,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10455,Black,Male,No,Buffalo,E,Male,Verbal Commands
24952,21-031-0700,1/31/2021,2021-01-31,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10455,Black,Male,No,Buffalo,E,Male,Firearm Display
24953,21-032-0017,2/1/2021,2021-02-01,Use Offorce,UOF,1879,P3678,Officer,Black,Male,,,10454,Black,Male,No,Buffalo,E,Male,Physical Engagement
24954,21-032-0107,2/1/2021,2021-02-01,Use Offorce,UOF,1431,D695,Officer,Black,Female,,,10456,Black,Female,No,Buffalo,E,Female,Physical Engagement
24954,21-032-0107,2/1/2021,2021-02-01,Use Offorce,UOF,1431,D695,Officer,Black,Female,,,10456,Black,Female,No,Buffalo,E,Female,Verbal Commands
24954,21-032-0107,2/1/2021,2021-02-01,Use Offorce,UOF,1431,D695,Officer,Black,Female,,,10457,Black,Female,No,Buffalo,E,Female,Physical Engagement
24954,21-032-0107,2/1/2021,2021-02-01,Use Offorce,UOF,1431,D695,Officer,Black,Female,,,10457,Black,Female,No,Buffalo,E,Female,Verbal Commands
24955,21-032-0107,2/1/2021,2021-02-01,Use Offorce,UOF,1628,D685,Officer,Black,Female,,,10456,Black,Female,No,Buffalo,E,Female,Verbal Commands
24955,21-032-0107,2/1/2021,2021-02-01,Use Offorce,UOF,1628,D685,Officer,Black,Female,,,10456,Black,Female,No,Buffalo,E,Female,Physical Engagement
24959,20-362-0339,12/27/2020,2020-12-27,Vehicleaccident,VA,1731,P3602,Oﬃcer,Hispanic,Male,No,,10458,White,Male,No,Buﬀalo,A,Male,
24962,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,1327,P3399,Officer,White,Male,,,10453,Black,Male,No,Buffalo,D,Male,Verbal Commands
24962,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,1327,P3399,Officer,White,Male,,,10453,Black,Male,No,Buffalo,D,Male,Physical Engagement
24963,21-025-0063,1/25/2021,2021-01-25,Use Offorce,UOF,2265,P3849,Ppo,Hispanic,Male,,,10444,Hispanic,Female,No,Buffalo,D,Female,Physical Engagement
24963,21-025-0063,1/25/2021,2021-01-25,Use Offorce,UOF,2265,P3849,Ppo,Hispanic,Male,,,10444,Hispanic,Female,No,Buffalo,D,Female,Verbal Commands
24963,21-025-0063,1/25/2021,2021-01-25,Use Offorce,UOF,2263,P3865,Ppo,Hispanic,Male,,,10444,Hispanic,Female,No,Buﬀalo,D,Female,
24963,21-025-0063,1/25/2021,2021-01-25,Use Offorce,UOF,2088,P3717,Ppo,White,Male,,,10444,Hispanic,Female,No,Buﬀalo,D,Female,
24964,21-033-0101,2/2/2021,2021-02-02,Vehiclepursuit,VP,1894,P3684,Oﬃcer,White,Male,,,10459,Black,Male,No,Buﬀalo,E,Male,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,1818,P3638,Oﬃcer,White,Female,,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,1853,P3659,Oﬃcer,White,Female,,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,2004,P3747,Ppo,White,Male,,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,1573,D712,Oﬃcer,Hispanic,Male,,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,1303,P3430,Oﬃcer,White,Male,,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,2141,3809,Ppo,White,Male,,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,2076,3775,Ppo,Black,Male,Unk,,10535,,F,No,Buﬀalo,D,F,
24968,21-033-0267,2/2/2021,2021-02-02,Internal,GEN,2007,P3722,Ppo,White,Male,,,10535,,F,No,Buﬀalo,D,F,
24970,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2007,P3722,Ppo,White,Male,,,10460,Black,Male,No,Buffalo,D,Male,Verbal Commands
24970,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2007,P3722,Ppo,White,Male,,,10460,Black,Male,No,Buffalo,D,Male,Impact Weapon
24970,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2007,P3722,Ppo,White,Male,,,10460,Black,Male,No,Buffalo,D,Male,Firearm Display
24972,21-033-0267,2/2/2021,2021-02-02,Vehiclepursuit,VP,2092,3099,Ppo,White,Male,,,10460,Black,Male,No,Buﬀalo,E,Male,
24972,21-033-0267,2/2/2021,2021-02-02,Vehiclepursuit,VP,2092,3099,Ppo,White,Male,,,9820,Black,Male,No,Buﬀalo,E,Male,
24973,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2133,3806,Ppo,Black,Male,,,10460,Black,Male,No,Buﬀalo,E,Male,
24975,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2133,3806,Ppo,Black,Male,,,10460,Black,Male,No,Buffalo,E,Male,Firearm Display
24976,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,1818,P3638,Officer,White,Female,,,10460,Black,Male,No,Buffalo,D,Male,Firearm Display
24977,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2092,3099,Ppo,White,Male,,,10460,Black,Male,No,Buffalo,E,Male,Verbal Commands
24977,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2092,3099,Ppo,White,Male,,,10460,Black,Male,No,Buffalo,E,Male,Physical Engagement
24977,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2092,3099,Ppo,White,Male,,,9820,Black,Male,No,Buffalo,E,Male,Verbal Commands
24977,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2092,3099,Ppo,White,Male,,,9820,Black,Male,No,Buffalo,E,Male,Physical Engagement
24979,21-033-0267,2/2/2021,2021-02-02,Use Offorce,UOF,2083,3782,Officer,White,Male,,,9820,Black,Male,No,Buffalo,E,Male,Physical Engagement
24982,21-024-0731,1/24/2021,2021-01-24,Use Offorce,UOF,2088,P3717,Ppo,White,Male,,,10443,White,Male,No,Buffalo,D,Male,Physical Engagement
24983,21-033-0101,2/2/2021,2021-02-02,Vehiclepursuit,VP,1897,P3688,Oﬃcer,White,Male,,,10459,Black,Male,No,Buﬀalo,E,Male,
24984,21-034-0011,2/3/2021,2021-02-03,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10461,Hispanic,Male,No,Buffalo,C,Male,Verbal Commands
24984,21-034-0011,2/3/2021,2021-02-03,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10461,Hispanic,Male,No,Buffalo,C,Male,Physical Engagement
24987,21-033-0267,2/2/2021,2021-02-02,Firearm Discharge/Bpd-1,FD,2076,3775,Ppo,Black,Male,,,10460,Black,Male,No,Buﬀalo,D,Male,
24995,21-034-0414,2/3/2021,2021-02-03,Vehiclepursuit,VP,2123,3817,Ppo,White,Male,,,10462,Black,Male,No,Buﬀalo,C,Male,
24996,21-034-0011,2/3/2021,2021-02-03,Use Offorce,UOF,2031,P3741,Officer,Black,Male,,,10461,Hispanic,Male,No,Buffalo,C,Male,Physical Engagement
24998,21-031-0064,1/31/2021,2021-01-31,Use Offorce,UOF,2229,P3862,Ppo,Other,Male,,,9916,Black,Male,No,Buffalo,D,Male,Verbal Commands
24999,21-035-0662,2/4/2021,2021-02-04,Use Offorce,UOF,1440,L503,Lieutenant,White,Female,,,10464,Black,Female,No,Buffalo,C,Female,Physical Engagement
24999,21-035-0662,2/4/2021,2021-02-04,Use Offorce,UOF,1440,L503,Lieutenant,White,Female,,,10464,Black,Female,No,Buffalo,C,Female,Verbal Commands
25001,21-037-0005,2/6/2021,2021-02-06,Use Offorce,UOF,2229,P3862,Ppo,Other,Male,,,10465,Black,Male,No,Buffalo,D,Male,Physical Engagement
25001,21-037-0005,2/6/2021,2021-02-06,Use Offorce,UOF,2229,P3862,Ppo,Other,Male,,,10465,Black,Male,No,Buffalo,D,Male,Verbal Commands
25002,21-037-0005,2/6/2021,2021-02-06,Use Offorce,UOF,2228,P3876,Ppo,White,Female,,,10465,Black,Male,No,Buffalo,D,Male,Verbal Commands
25002,21-037-0005,2/6/2021,2021-02-06,Use Offorce,UOF,2228,P3876,Ppo,White,Female,,,10465,Black,Male,No,Buffalo,D,Male,Physical Engagement
25004,21-037-0005,2/5/2021,2021-02-05,Use Offorce,UOF,2243,P3854,Ppo,White,Female,,,10465,Black,Male,No,Buffalo,D,Male,Verbal Commands
25004,21-037-0005,2/5/2021,2021-02-05,Use Offorce,UOF,2243,P3854,Ppo,White,Female,,,10465,Black,Male,No,Buffalo,D,Male,Physical Engagement
25005,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1369,L485,Lieutenant,White,Female,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25006,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Verbal Commands
25006,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25006,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Verbal Commands
25006,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25007,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Verbal Commands
25007,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25007,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25007,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Verbal Commands
25007,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25007,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1934,P3715,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25008,210380488,2/7/2021,2021-02-07,Use Offorce,UOF,2071,3772,Ppo,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Verbal Commands
25008,210380488,2/7/2021,2021-02-07,Use Offorce,UOF,2071,3772,Ppo,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25008,210380488,2/7/2021,2021-02-07,Use Offorce,UOF,2071,3772,Ppo,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Verbal Commands
25008,210380488,2/7/2021,2021-02-07,Use Offorce,UOF,2071,3772,Ppo,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Verbal Commands
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Verbal Commands
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Verbal Commands
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Verbal Commands
25009,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2121,3820,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25010,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,2202,P3840,Ppo,White,Male,,,10467,Black,Male,No,Buffalo,E,Male,Physical Engagement
25011,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1374,2470,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Verbal Commands
25011,21-038-0488,2/7/2021,2021-02-07,Use Offorce,UOF,1374,2470,Officer,White,Male,,,10466,Black,Male,No,Buffalo,E,Male,Physical Engagement
25013,21-039-0333,2/8/2021,2021-02-08,Use Offorce,UOF,2233,,Ppo,Black,Male,,,10469,Black,Female,No,Buffalo,B,Female,Firearm Display
25014,21-039-0333,2/8/2021,2021-02-08,Use Offorce,UOF,2244,P3870,Ppo,Hispanic,Male,,,10469,Black,Female,No,Buffalo,B,Female,Firearm Display
25016,20-360-0678,12/26/2020,2020-12-26,Use Of Force,UOF,1058,L534,Policeofficer,White,Male,,,10470,Black,Female,No,Buffalo,C,Female,Firearm
27153,22-2420111,8/31/2022,2022-08-31,External,GEN,1479,,Rt,White,Female,Unk,,10712,Black,Female,No,Buﬀalo,E,Female,
27153,22-2420111,8/31/2022,2022-08-31,External,GEN,984,,Lieutenant,White,Male,Unk,,10712,Black,Female,No,Buﬀalo,E,Female,
27153,22-2420111,8/31/2022,2022-08-31,External,GEN,1479,,Rt,White,Female,Unk,,10712,Black,Female,No,Buﬀalo,E,Female,
25021,21-038-0725,2/8/2020,2020-02-08,Vehicle Accident,VA,1115,L530,Policeoﬃcer,White,Male,,,10570,,,No,Buﬀalo,A,,
25021,21-038-0725,2/8/2020,2020-02-08,Vehicle Accident,VA,1115,L530,Policeoﬃcer,White,Male,,,10471,,Male,No,Buﬀalo,A,Male,
25019,21-038-0725,2/8/2020,2020-02-08,Internal,GEN,1115,L530,Lieutenant,White,Male,,,10471,,Male,No,Buﬀalo,A,Male,
25019,21-038-0725,2/8/2020,2020-02-08,Internal,GEN,1617,P3505,Oﬃcer,White,Male,,,10471,,Male,No,Buﬀalo,A,Male,
25022,21-041-0045,2/10/2021,2021-02-10,Use Offorce,UOF,1436,L543,Officer,White,Male,,,10472,Black,Male,No,Buffalo,B,Male,Physical Engagement
25022,21-041-0045,2/10/2021,2021-02-10,Use Offorce,UOF,1436,L543,Officer,White,Male,,,10472,Black,Male,No,Buffalo,B,Male,Verbal Commands
25025,21-041-0563,2/10/2021,2021-02-10,Use Offorce,UOF,1904,P3693,Officer,White,Male,,,10473,Black,Male,No,Buffalo,B,Male,Verbal Commands
25025,21-041-0563,2/10/2021,2021-02-10,Use Offorce,UOF,1904,P3693,Officer,White,Male,,,10473,Black,Male,No,Buffalo,B,Male,Firearm Display
25026,21-041-0563,2/10/2021,2021-02-10,Use Offorce,UOF,1314,L447,Lieutenant,White,Male,,,10473,Black,Male,No,Buffalo,B,Male,Firearm Display
25026,21-041-0563,2/10/2021,2021-02-10,Use Offorce,UOF,1314,L447,Lieutenant,White,Male,,,10473,Black,Male,No,Buffalo,B,Male,Physical Engagement
25027,21-0410843,2/10/2021,2021-02-10,Use Offorce,UOF,1622,D633,Detective,White,Male,,,10474,White,Male,No,Buffalo,A,Male,Verbal Commands
25027,21-0410843,2/10/2021,2021-02-10,Use Offorce,UOF,1622,D633,Detective,White,Male,,,10474,White,Male,No,Buffalo,A,Male,Physical Engagement
25044,21-043-0012,2/12/2021,2021-02-12,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,1280,Black,Male,No,Buffalo,E,Male,Verbal Commands
25044,21-043-0012,2/12/2021,2021-02-12,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,1280,Black,Male,No,Buffalo,E,Male,Firearm Display
25044,21-043-0012,2/12/2021,2021-02-12,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,1280,Black,Male,No,Buffalo,E,Male,Physical Engagement
25044,21-043-0012,2/12/2021,2021-02-12,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,1280,Black,Male,No,Buffalo,E,Male,Physical Engagement
25058,21-044-0348,2/13/2021,2021-02-13,Use Offorce,UOF,1999,P3742,Ppo,White,Male,,,10477,Hispanic,Male,No,Buffalo,E,Male,Cap Spray Display
25059,21-044-0550,2/13/2021,2021-02-13,Use Offorce,UOF,1841,P3619,Officer,White,Male,,,10478,White,Female,No,Buffalo,B,Female,Physical Engagement
25060,21-044-0833,2/13/2021,2021-02-13,Use Offorce,UOF,1874,P3675,Officer,White,Female,,,10478,White,Female,No,Buffalo,,Female,Verbal Commands
